D115 ID	Leika Nummer	Leika Gruppe	Leika Kennung	Leika Verrichtung	Leika Synonyme
324657	11079001104900	Lebenspartnerschaft	Lebenspartnerschaft	Anmeldung	Lebenspartnerschaft ohne Auslandsbeteiligung | Homoehe |
324475	99107029000000	Sozialleistungen	Leistungen nach Asylbewerberleistungsgesetz		Leistungen | Grundbedarf | Asylbewerber | Duldung | Ausländer | Aufenthaltserlaubnis | Flüchtlinge | Migranten | Aufenthaltstitel
324466	11107901000000	Sozialleistungen	Leistungen nach dem Bildungs- und Teilhabepaket		Bildungs- und Teilhabepaket | Bildungspaket | BuT | BuT-Leistungen | Bildung und Teilhabe | Leistungen für Bildung und Teilhabe | berlinpass-BuT | Klassenfahrt | Kitafahrt | Nachhilfe | Schulbedarf | Schulessen | Schulmensa | Hortfahrt | Fahrtkosten | Schülerticket | Geschwisterticket
324555	11106900000000	Pflegeversicherung	Leistungen nach dem Landespflegegeldgesetz		Landespflegegeld | Blindengeld | Pflegegeld | Gehörlosengeld | Sehbehinderte | Leistungen für Blinde | Taubheit | Taube |
324341	11123010023000	Vermessung und Kataster	Liegenschaftskataster	Auskunft	ALK | ALB | ALK-Auszug | Flurkartenauszug | Auszug aus der Flurkarte | Karte 1:1000 | Flurkarte 1:1000 | Plan 1:1000 | Lageplan 1:1000 | Katasterauszug 1:1000 | F1 | K1 | Katasterkarte | Flurkarte | Liegenschaftskarte | Katasterauszug | ALB-Auszug | Grundbuchblattnummer | Grundstückseigentümer | Flurstück | Grundstück | Eigentümer | ALKIS | Liegenschaftsbuch | digitale Datenabgabe | Eigentümerauskunft | Geodaten | amtliches Kartenwerk | Katasterplan | berechtigtes Interesse | Glaubhaftmachung
326287	99102051000000	Steuern	Anmeldung und Abführung der Lohnsteuer durch den Arbeitgeber		Lohnsteuer | Lohnsteuer-Anmeldung | Lohnsteuer-Anmeldungszeitraum | Arbeitgeber | Anmeldung der Lonsteuer | Abführung der Lohnsteuer | elektronische Steuererklärung | ELSTER | elster | Elster | ELSTEROnline | Anmeldeverfahren | Lohnsteuer-Anmeldung
324727	99135009016000	Steuerberatung	Lohnsteuerhilfeverein	Anerkennung	Lohnsteuerhilfeverein; LStHV; Anerkennung; Gründung; steuerliche Beratung; StBerG; DVLStHV
325891	11063022007000	Immissionsschutz	Lärmschutz	Zulassung	Ausnahmezulassung nach dem LImSchG | Zulassung von Ausnahmen nach dem LImSchG | Genehmigung nach dem LImSchG
326441	99046013000000	Gerichtliche Leistungen	Mahnbescheid		Mahnbescheid | Vollstreckungsbescheid | Mahnverfahren | Mahnung | Forderungen eintreiben | Geld einfordern | automatisiertes Verfahren | Zentrales Mahngericht
126914	99050013005000	Gewerbe	Gewerbe der Makler, Anlageberater, Bauträger und Baubetreuer	Erlaubnis	Maklererlaubnis | Grundstücksmakler | Wohnungsmakler | Darlehensvermittlung | Investmentberater | Makler | Immobilienvermittler | Darlehensvermittler | Bauträger | Baubetreuer | Bauherr | Immobilienmakler
327204	99046054058000	Gerichtliche Leistungen	Maßnahmen der Zwangsvollstreckung	Durchführung	Drittstellenauskünfte | Pfändung | Vermögensauskunft | Gerichtsvollzieher | Zwangsvollstreckung | Vollstreckungsauftrag | Pfandsiegel | Geldforderung | Schuldnerin | Schulden
327713	11046054058900	Gerichtliche Leistungen	Maßnahmen der Zwangsvollstreckung	Durchführung	Zwangsvollstreckung | Herausgabe | Wegnahme | Räumung | herausgeben | wegnehmen |
327002	11046057260900	Gerichtliche Leistungen	Güterichter	Bestimmung	Güterichter | Güterichterrinnen | Mediation | Güterichterverhandlung | gerichtsinterne Mediation | Güterichterverfahren | gerichtliche Mediation | Mediation in Zivilsachen | Streitschlichtung
120702	11115004022000	Wohnsitz	Melderegisterauskunft	Bescheinigung	Meldebescheinigung | Bescheinigung aus dem Melderegister | Anmeldebescheinigung | Lebensbescheinigung | Überbeglaubigung | Meldebestätigung | Wohnsitz bescheinigen
326215	11115004023900	Wohnsitz	Melderegisterauskunft	Auskunft	Melderegisterauskunft - Auskunft - Auskunft für Eigentümer bzw. Wohnungsgeber/Vermieter
120732	99115004001000	Wohnsitz	Melderegisterauskunft	Erteilung	Auskunft | Melderegisterauskunft | Anfrage im Melderegister | Privatauskunft | Privatanfragen | Auskunft aus dem Melderegister | Meldeauskunft
318913	11115004023000	Wohnsitz	Melderegisterauskunft	Auskunft	Online-Auskunft | Melderegisterauskunft | Melderegister | Einzelabfrage
318915	99115004000000	Wohnsitz	Melderegisterauskunft		Onlineauskunft | Melderegisterauskunft | registrierte Großkunden
120678	99115002000000	Wohnsitz	Auskunfts- und Übermittlungssperren im Melderegister		Gruppenauskünfte | Übermittlungssperre | Einwohnerwesen | Meldewesen | Übermittlungsverbot | Auskunftsverbot | Auskunftssperre | Gruppenauskünfte
320303	11115004001900	Wohnsitz	Melderegisterauskunft	Erteilung	Behördenauskunft | Melderegisterauskunft
318992	99133002000000	Anerkennung Vater-/Mutterschaft	Erklärung zur Mutterschaftsanerkennung		Mutterschaftsanerkennung | Mutterschaft | Anerkennung Mutterschaft | Mutter | Abstammung |
325641	11083900129919	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Namenserklärung | Nachname | Name | Namensrecht Kind | neuer Name | Geburtsname | Babyname | Vorname | Rufname | Namensführung
324591	11083900129902	Namen	Namensrechtliche Erklärungen	Erklärung	Vorname | Familienname | Name | Zwischenname | Vatersname | Eigenname | Namenskette | Namenszusatz | Namenserklärung | Angleichungserklärung | Artikel 47
324589	11083900129901	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Ehename | Familienname | Namenserklärung | Familienname ändern | Nachname
324597	11083900129905	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Ehename | Familienname | Namenserklärung | Familienname ändern | Doppelname | Voranstellung | Anfügung | Zufügung | Nachname
324601	11083900129907	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Ehename | Familienname | Namenserklärung | Nachname | Rechtswahl | ausländisches Recht | Namensrecht | Ehenamensrecht
324595	11083900129904	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Ehename | Familienname | Namenserklärung | Familienname ändern | Widerruf | alter Name | Wiederannahme | Nachname | Doppelname
324599	11083900129906	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Familienname | Ehename | Namensänderung | Widerruf | Ehename ablegen | Wiederannahme | Nachname
324621	11083900129917	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Einbenennung | Namenserklärung | Nachname | Name | Namensrecht Kind | neuer Name | Namensänderung | Geburtsname
324619	11083900129916	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Namenserklärung | Nachname | Name | Namensrecht Kind | Namensänderung | neuer Name | Geburtsname | Namenserteilung
324623	11083900129918	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Namenserklärnug | Nachname | Name | Namensrecht Kind | neuer Name | Geburtsname | Einwilligung | Zustimmung | Namenserteilung | Einbenennung | Namensänderung
324617	11083900129915	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Namenserklärung | Nachname | Name | Namensrecht Kind | neuer Name | Namensänderung | Geburtsname
324615	11083900129914	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindernamensrecht | Namenserklärung | Nachname | Name | Namensrecht Kind | gemeinsame Sorge | Namensänderung | Geburtsname
324613	11083900129913	Namen	Namensrechtliche Erklärungen	Erklärung	Familienname Kind | Kindesname | Kindesnamensrecht | Rechtswahl | Namensänderung | Geburtsname | Namenserklärung | Nachname | Name | Namensrecht Kind
324607	11083900129910	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Lebenspartnerschaftsname | Ehename | Familienname | Namenserklärung | Familienname ändern | Doppelname | Voranstellung | Anfügung | Zufügung | Nachname
324605	11083900129909	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Lebenspartnerschaftsname | Ehename | Familienname | Namenserklärung | Familienname ändern | Nachname
324603	11083900129908	Namen	Namensrechtliche Erklärungen	Erklärung	Lebenspartnerschaftsname | Ehename | Familienname Ehe | Familienname Lebenspartnerschaft | Ehenamensrecht | Lebenspartnerschaftsrecht | Rechtswahl | Namensänderung | Gebrutsname | Namenserklärung | Namensrecht Ehe | Nachname | Name
324609	11083900129911	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Lebenspartnerschaftsname | Ehename | Familienname | Namenserklärung | Familienname ändern | Widerruf | alter Name | Wiederannahme | Nachname | Doppelname
324611	11083900129912	Namen	Namensrechtliche Erklärungen	Erklärung	Name | Familienname | Lebenspartnerschaftsname | Ehename | Namensänderung | Widerruf | Lebenspartnerschaftsnamen ablegen | Ehenamen ablegen | Wiederannahme | Nachname
324593	11083900129903	Namen	Namensrechtliche Erklärungen	Erklärung	Vorname | Familienname | Namenserklärung | Vatersname | § 94 BVFG | § 94 | Namensänderung | Spätaussiedler
324173	11036008014901	Fahrzeugzulassung	Kraftfahrzeug	Meldung	Namensänderung | Fahrzeugpapiere | Zulassungsbescheinigung | Änderung | Heirat
326189	11901907000000	Übergeordnete Personenstandsfälle	Negativbescheinigung über nicht vorhandene Registereinträge		Nachweis über Geburt in ehemaligen deutschen Gebieten | Nachweis über Geburt im ehemaligen deutschen Gebiet
121637	11023002123000	Fahrerlaubnis	Fahrerlaubnis	Wiedererteilung	Führerschein | Entziehung | Neuerteilung | Fahrerlaubnis
326760	99110025000000	Tierhaltung und Tierschutz	Nicht gewerbsmäßige Haltung gefährlicher Wildtiere		Wildtiere | Ausnahmegenehmigung | wildlebende Arten | Haltungsgenehmigung
326972	99046053000000	Gerichtliche Leistungen	Nichtberücksichtigung einer Unterhaltsverpflichtung der Schuldnerin oder des Schuldners bei der Ermittlung des unpfändbaren Teils des schuldnerischen Einkommens		Pfändungsfreibetrag | pfandfreier Betrag | Einkommenspfändung | Pfändung des Einkommens | Lohnpfändung | Nichtberücksichtigung einer Unterhaltsverpflichtung | Zwangsvollstreckung
324791	11123905022000	Vermessung und Kataster	Nichtbetroffenheitsbescheinigung (Bescheinigung nach § 1026 BGB)	Bescheinigung	Nichtbetroffenheitsbescheinigung | Bescheinigung nach § 1026 BGB | Grunddienstbarkeit
324793	11123906022000	Vermessung und Kataster	Nichterstreckungsbescheinigung	Bescheinigung	Nichterstreckungsbescheinigung | Belastung in Abteilung II des Grundbuchs
121864	99010003001000	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Aufenthaltserlaubnisse | Niederlassungserlaubnis | Daueraufenthalt | unbefristeter Aufenthalt | Aufenthaltsgenehmigungen | Deutschehe | ehemalige Deutsche
326554	11010003001900	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Niederlassungserlaubnis | unbefristet | Asyl | Flüchtling | Flüchtlinge | Asylanten
326558	11010003001903	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Niederlassungserlaubnis | unbefristet | Student | Studium
327012	11010003001905	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Niederlassungserlaubnis | unbefristet
326556	11010003001901	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Niederlassungserlaubnis | unbefristet | Blaue Karte EU
324863	99010003001002	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	unbefristet | Niederlassungserlaubnis | Kinder | Jugendliche | Familiennachzug
326564	11010003001904	Aufenthaltstitel	Niederlassungserlaubnis	Erteilung	Niederlassungserlaubnis | unbefristet | Selbständig | Freiberuflich | Unternehmer
324337	11123005023000	Vermessung und Kataster	Nivellementspunkte	Auskunft	Höhe | Geländehöhe | Straßenhöhe | Grundstückshöhe | Normalhöhennull | Normalnull | amtliches Festpunktinformationssystem | NHN | NN | AFIS | Höhenfestpunktfeld | Nivellementspunkte | Höhenfestpunkte
326439	99108009012000	Straßenverkehr	Parkausweis für Schwerbehinderte	Ausstellung	Behindertenparkplatz | Parkerlaubnis | SB-Ausweis | Parkberechtigung | Ausnahmegenehmigung für Schwerbehinderte | Parkausweis für Schwerbehinderte - Ausstellung
326453	99108037226001	Straßenverkehr	Parkmöglichkeiten für schwerbehinderte Menschen personenbezogen	Kennzeichnung	Schwerbehindertenparkplatz | personenbezogener Parkplatz | Parkausweis | Kennzeichnung Behindertenparkplatz
324351	99106021000000	Pflegeversicherung	Pauschalförderung für Einrichtungen nach SGB XI		Pauschalförderung | Kurzzeitpflege | Tagespflege | Nachtpflege | Landespflegeeinrichtungsgesetz
324325	11008001013900	Personalausweis	Personalausweis	Informationserteilung	beantragten Personalausweis abholen | elektronischer Personalausweis | nPA | ePA | neuer Personalausweis | ausstellen | Ausweis ausstellen und abholen | Perso | Beantragung | Ausweis beantragen | PA | Ausweis abholen | PA abholen | Abholung | Personalausweis; Personalausweiss | Personalausweiß
120703	99008001012001	Personalausweis	Personalausweis	Ausstellung	Personaldokument | PA | Ausweisantrag | Personalausweisantrag | Reisen | ausweispflicht | befreiung | Personalausweis | Personalausweiss | Personalausweiß
326550	99008001012010	Personalausweis	Personalausweis	Ausstellung	Online-Ausweisfunktion | ePA | Personalausweis Änderung wegen Scheidung | Ordensname | Perser ändern | elektronischer Personalausweis | Perso ändern | Personalausweis ändern wegen Hochzeit | Doktortitel | Ausweis ändern | Personalausweis Änderung wegen Heirat | Geschlechtsumwandlung | PA-Daten | Personaldokument | Leitfaden | PA | Perser | Perso neu | Navigation | neu | Personalausweis ändern wegen Doktortitel | Perso | Umbenennung | Personalausweis ändern wegen Heirat | Personalausweisdaten | Personalausweis Änderung wegen Doktortitel | digitale Unterschrift | Doktorgrad | digitaler Fingerabdruck | Navi | nPA | Personalausweis verloren | Ausweis-Chip | Navigationsleitfaden | Ausweisdaten | qualifizierte elektronische Signatur | Ersatzausweis | Einwohnerwesen | Personalausweis beantragen | Künstlername | neuer Personalausweis | elektronischer Fingerabdruck | Ausweis | elektronische Unterschrift | Personalausweis Änderung | Identitätskarte
120682	99008001012002	Personalausweis	Personalausweis	Ausstellung	Personalausweis | Personaldokument | vorläufiger | Ausweisangelegenheiten | Ausweis | Personalausweisangelegenheiten | Personalausweiss | Personalausweiß
306684	99008001012000	Personalausweis	Personalausweis	Ausstellung	obdachlose | ausweis | Personalausweis | vorläufiger | ersatz | personen ohne festen wohnsitz | Tourist | zu Besuch | Personalausweiss | Personalausweiß
326828	99093018000000	Pflanzenschutz	Bescheinigung über die Sachkundenachweise für die Abgabe von Pflanzenschutzmitteln und für die Beratung über deren Anwendung		Pflanzenschutzmittel | Sachkundenachweis | Bescheinigung Sachkundenachweis | berufliche Anwender | Händler | hersteller von Pflanzenschutzmitteln | Pflanzenschutzberater | Chipkarte | Beratung | Pflanzenschutzmittel | Anwendung | Pestizide
326964	99093023000000	Pflanzenschutz	Anzeige zur Beratung über und Anwendung von Pflanzenschutzmitteln		Anzeige bei Beratung und Anwendung | Beratungsleistung | Einheitlicher Ansprechpartner | Anzeigepflicht | Kulturpflanzen
326966	99093022000000	Pflanzenschutz	Anzeige zum Handel mit Pflanzenschutzmitteln		Anzeigepflicht | Anzeige | Pflanzenschutz | Pflanzenschutzmittel | Handel mit Pflanzenschutzmitteln
327072	99046059061000	Gerichtliche Leistungen	Pflegschaft für unbekannte Beteiligte	Bestellung	Pfleger | Pflegschaft | gesetzlicher Vertreter | Nacherbenvermerk
327092	99046050171000	Gerichtliche Leistungen	Pfändungs- und Überweisungsbeschluss	Erlass	Pfändung | Pfüb | Pfändungs- und Überweisungsbeschluss | Vollstreckung | Zwangsvollstreckung | Geldforderung | Unterhaltsvollstreckung | Unterhaltsforderung | Schuldenbeitreibung
326347	11001004004905	Abfall	Wilder Müll	Entsorgung	Müllabfuhr | Sondermüll
327008	11046008900000	Gerichtliche Leistungen	Prozesskostenhilfe	Prozess- und Verfahrenskostenhilfe	Prozesskostenhilfe | Verfahrenskostenhilfe | PKH | VKH | Armenrecht | Armenanwalt | Prozesskostenbeihilfe | Verfahrenskostenbeihilfe | Übernahme Gerichtskosten | kostenloser Anwalt | Kosten Rechtsverfolgung | Gerichtskosten | Kostenfreiheit | Kostenstundung | Raten für Gerichtskosten
326037	99046004018000	Gerichtliche Leistungen	außergerichtliche Verfahren	Beratung	Beratungshilfe | Beratungsgutschein | kostenlose anwaltliche Beratung | Gutschein Anwalt | Kostenloser Anwalt | Rechtsberatung | Rechtsanwalt | Beratungshilfeschein
326405	99108031000000	Straßenverkehr	Strafen und Bußgelder im Straßenverkehr		Verwarung | Bahnschranke | Alkohol | Verkehrsordnungswidrigkeit | Bußgeld | Fahrverbot | Geschwindigkeitsübertretung | TÜV | Abgasuntersuchung | Fahren ohne Fahrerlaubnis | Kennzeichenmissbrauch | Verwarngeld | Geldbuße | Bußgeldkatalog | Vorfahrt | Verwarngeldangebot | Rennen | rote Ampel | Alkoholverbot | Überholverbot | Kraftfahrzeug | Promille | Flensburg | Geschwindigkeitsüberschreitung | Wegstreckenzähler
325471	99085005012000	Reisepass	Reiseausweis	Ausstellung	Ausländer | Ausländeramt | Ausländerbehörde | Heimatlose | Asylberechtigt | Reiseausweise für Ausländer | Asyl | Staatenlose und Flüchtlinge | Flüchtlinge | Fremdenpass | Reisedokument | Staatenlos |
126439	11050023169900	Gewerbe	Reisegewerbe	Anzeige	Reisegewerbe; Ausnahmen im Reisegewerbe | Wandergewerbe | Straßenhändler | ambulanter Handel | Schausteller | Marktverkauf | Reisegewerbekarte | Vertreter | Bauchladen | Haustürgeschäft | Zeitungsverkäufer | Verkaufswagen | Weihnachtsbaumverkauf | Messe | Ausstellung
121916	99050023000000	Gewerbe	Reisegewerbe		Reisegewerbekarte | Reisegewerbe | ambulantes Gewerbe | ambulanter Handel | Bauchladen | Zweitschrift der Reisegewerbekarte | beglaubigte Kopie der Reisegewerbekarte | Reisegewerbe | Wandergewerbe | Straßenhändler | Schausteller | Marktverkauf | Vertreter | Haustürgeschäft
126432	99050023169000	Gewerbe	Reisegewerbe	Anzeige	Reisegewerbekartenfreie Tätigkeiten | Reisegewerbe | Wandergewerbe | Straßenhändler | ambulanter Handel | Schausteller | Marktverkauf | Reisegewerbekarte | Vertreter | Bauchladen | Haustürgeschäft | Zeitungsverkäufer | Verkaufswagen
324573	99085001040000	Reisepass	Reisepass	Ausgabe	beantragten Reisepass abholen | ausstellen | Pass ausstellen und abholen | Beantragung | Pass beantragen | Pass abholen | Europass abholen | Abholung | paß | reisepaß |
121151	99085001012003	Reisepass	Reisepass	Ausstellung	vorläufiger | Europass | Passantrag | Europassantrag | Reisepassantrag | e-Pass | epass | verlängern | verlängerung | reisepassverlängerung | paß | reisepaß | reisepaßverlängerung
121153	99085001012005	Reisepass	Reisepass	Ausstellung	vorläufiger | vPass | Pass | vP | vRP | Eiltpass | Eilpass | Reisepass | Reisedokument | Passdokument | vorläufiges | paß | reisepaß |
306704	99085001012004	Reisepass	Reisepass	Ausstellung	Passantrag | pass | reisepassantrag | kinderpass | paß | reisepaß | kinderreisepass | kinderreisepaß
121368	99085001014003	Reisepass	Reisepass	Meldung	verloren | Verlust | gestohlen | Passverlust | Reisepassverlust | Passverlustanzeige | Reisepassverlustanzeige | Verlustanzeige | paß | reisepaß |
326810	99116001027000	Wohnungswesen	Mietwohnraum mit Belegungsbindung	Förderung	Mietvertrag | Höchstmiete | Sozialwohnraum | Sozialwohnung | Wohnberechtigungsschein | Sozialschein | Wohnungsschein | Wohnungsangelegenheit | Förderwohnungen | Mietpreis | Miete | Mietbeschwerde | Mieterhöhung | Wohnraumförderung | Wohnungswesen | Wohnungsamt | Wohnungsbauförderung | Förderungsende | Wohnungsförderung | § 5-Bescheinigung | Dringlichkeitsschein | Förderende | Miethöhe | Mieter | Wohnung | Mietwohnung | Wohnungsberechtigungsschein | Wohnraum | Sozialmieter | Mietzins | RlvF
326131	11036009069905	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Zuteilung	Prüfungsfahrten | Probefahrten | Überführungsfahrten | Händlerkennzeichen | 06er Kennzeichen | Rotes Kennzeichen | Kraftfahrzeugkennzeichen - Rote Kennzeichen
324531	99107008010000	Sozialleistungen	Rundfunkbeitrag im privaten Bereich	Befreiung	Sozialtarif | GEZ-Befreiung | Gebührenbefreiung | Gebührenermäßigung | Rundfunkgebühr | Befreiung Rundfunkgebühr | Gebührenbefreiung Rundfunk | Rundfunkbeitrag
141586	99050024000000	Gewerbe	Sachverständige		öffentliche Bestellung | Sachverständige IHK | Sachverständigenwesen | § 36 Gewerbeordnung |
121480	99036009069006	Fahrzeugzulassung	Kraftfahrzeugkennzeichen	Zuteilung	Saisonkennzeichen | Sommer | winter | Motorrad | Wohnmobil | Saison | Kurzzeit
326952	99046039221000	Gerichtliche Leistungen	Scheidungsantrag	Entscheidung	Scheidung | Ehescheidung | Scheitern der Ehe | Folgesachen | Versorgungsausgleich | Scheidungsantrag | Rechtsanwaltszwang | Scheidungsverbund | Eheaufhebung
324785	99125003020000	Visa	Schengen - Visum	Verlängerung	Visum | Schengen | Touristenvisum | Touristen-Visum | Besuchsvisum
326457	11001004004910	Abfall	Wilder Müll	Entsorgung	Fahrräder | Schrott | Elektroschrott | Elektrogeräte | Metall
327302	11066900018000	Insolvenz	Schuldner- und Insolvenzberatung	Beratung	Schulden | Insolvenz | Kontopfändung | Überschuldung
327110	11046001023902	Gerichtliche Leistungen	Schuldnerverzeichnis	Auskunft	altes Schuldnerverzeichnis | Schufa | Auskunft | Gewerbeamt
327112	11046001064901	Gerichtliche Leistungen	Schuldnerverzeichnis	Löschung	altes Schuldnerverzeichnis | Löschung | Schufa | Austragung
326854	11046001023900	Gerichtliche Leistungen	Schuldnerverzeichnis	Auskunft	Schufa | Schuldnerverzeichnis | Haftbefehl | eidesstattliche Versicherung | Offenbarungseid
327028	11046001023901	Gerichtliche Leistungen	Schuldnerverzeichnis	Auskunft	Schuldnerverzeichnis | Selbstauskunft | Gewerbeanmeldung | Schufa
327068	11046001064900	Gerichtliche Leistungen	Schuldnerverzeichnis	Löschung	Schuldnerverzeichnis | Löschung | Schufa | Eintrag | Negativvermerk | Bonität |
327102	11046056060000	Gerichtliche Leistungen	Widerspruch gegen die Anordnung zur Eintragung in das Schuldnerverzeichnis	Eintragung	Widerspruch | Eintragungsanordnung | Rechtsmittel | Gerichtsvollzieher | Zwangsvollstreckung | Schuldnerverzeichnis |
326786	99046040088000	Gerichtliche Leistungen	Gerichtliche Maßnahmen zum Schutz vor Gewalt und Nachstellungen	Anordnung	Rückkehrverbot | Schutzanordnung | Wohnungsverweisung | Wohnungsüberlassung | Gewaltschutz | Stalking | Wohnungswegweisung | Wegweisung | häusliche Gewalt | Annäherungsverbot | Bedrohung | Kontaktverbot | Prügel | Schläge | Angriff | Nachstellung | einstweilige Verfügung | Anordnung
326766	11110023022000	Tierhaltung und Tierschutz	Schutz vor Tierseuchen	Bescheinigung	Attest | Gesundheitsbescheinigung | Totes Tier | Tierkadaver | Tierentsorgung | Tierkörperbeseitigung
121737	99015007000000	Behinderte Menschen	Schwerbehindertenausweis		Ausweisverlängerung | Ausweisverlust | Ausweisänderung | Ausweisneuausstellung | Schwerbehindertenausweis ausstellen | Schwerbehindertenausweis verlängern | Schwerbehindertenausweis ändern | Schwerbehindertenausweis neu ausstellen | Schwerbehindertenausweis verloren | gestohlen
326806	11015007036000	Behinderte Menschen	Schwerbehindertenausweis	Ersatz	Verlust Schwerbehindertenausweis | Schwerbehindertenausweis verloren gegangen | gestohlen worden
325159	99015016000000	Behinderte Menschen	Akteneinsicht in die Schwerbehindertenakte		Einsichtnahme in die Schwerbehindertenakte | Akteneinsicht in die Schwerbehindertenakte | Fotokopien
326047	99015018000000	Behinderte Menschen	Begleitende Hilfe im Arbeitsleben		Begleitende Hilfe im Arbeitsleben | Integrationsamt | Bildungsmaßnahmen | Integrationsfachdienst | Rehabilitationsträger | Arbeitsagentur | Vertrauenspersonen | psychosoziale Betreuung | schwerbehindert | Arbeitsplatzausstattung | behinderungsgerechte Einrichtung des Arbeitsplatzes | Arbeitsplatzschaffung | Minderleistung | personelle Unterstützung | außergewöhnliche Belastungen | finanzielle Hilfen | Beratung | Begleitung | Technische Beratung
326049	99015018148004	Behinderte Menschen	Begleitende Hilfe im Arbeitsleben	Erbringung	Begleitende Hilfe im Arbeitsleben | Arbeitsplatz | technische Arbeitshilfe | Fortbildung | behinderungsgerechte Hilfsmittel für den Arbeitsplatz | Arbeitsassistenz | Existenzgründung und -erhaltung | Beratung | Begleitung | Technische Beratung
326173	99015004037000	Behinderte Menschen	Behinderung	Feststellung	Neufeststellungsantrag | Feststellungsverfahren | behindert | schwerbehindert | Schwerbehinderung | Nachteilausgleiche | Feststellung einer Behinderung | Merkzeichen (Behinderung) | Grad der Behinderung | Schwerbehindertenantrag | Schwerbehindertenantrag online | Auslandsbescheinigung | Widerspruch zum Bescheid |
326584	11015017194000	Behinderte Menschen	Sonderfahrdienst für behinderte Menschen	Nutzung	Sonderfahrdienst | befristet | Nutzungsberechtigung
326560	11015017900000	Behinderte Menschen	Sonderfahrdienst für behinderte Menschen	Schwerbehinderung - Sonderfahrdienst -Eigenbeteiligung - 	Eigenbeteiligung | Sonderfahrdienst | Telebus | Fahrkosten
326562	11015017065000	Behinderte Menschen	Sonderfahrdienst für behinderte Menschen	Ausfertigung	Sonderfahrdienst | Magnetkarte
326552	99015017147000	Behinderte Menschen	Sonderfahrdienst für behinderte Menschen	Kostenübernahme	Taxikonto | Taxikosten | Taxiquittungen
325339	99015013000000	Behinderte Menschen	Wertmarke auf Beiblatt zum Schwerbehindertenausweis		Verlust | Ersatz-Wertmarke auf Beiblatt zum Schwerbehindertenausweis | Beiblatt | Wertmarke | Fahrmarke | Fahrkarte
326794	99015013012000	Behinderte Menschen	Wertmarke auf Beiblatt zum Schwerbehindertenausweis	Ausstellung	Beiblatt | Wertmarke | Fahrmarke
325711	99015005001000	Behinderte Menschen	Zustimmung zur Kündigung schwerbehinderter Menschen	Erteilung	Kündigungsschutz | Besonderer Kündigungsschutz für schwerbehinderte und gleichgestellten Menschen | Kündigung | Entlassung
325143	11015004037901	Behinderte Menschen	Behinderung	Feststellung	Schwerbehinderung | Änderungsmitteilung | Umzug | Verzug | Zuzug | Wegzug | Heirat | Heiratsurkunde Namensänderung | Todesanzeige | Sterbeurkunde
326928	99046048000000	Gerichtliche Leistungen	Entschädigung von ehrenamtlichen Richtern		Ehrenamt | Laienrichter | ehrenamtlicher Richter | Schöffe | Schöffin | Verdienstausfall | Fahrtkosten | Entschädigung
326039	11036002007900	Fahrzeugzulassung	Überlassung eines Fahrzeuges	Zulassung	Carsharing | Selbstfahrervermietfahrzeug | Vermietung
325457	11003905000000	Gesundheit	Sexuelle Gesundheit - Beratung		Beratung | HIV | AIDS | STI | STD | Geschlechtskrankheiten | HIV-Test | Prävention | safer sex | Gesundheitsamt | AIDS-Test | Aids-Test
326876	11108012006906	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Sondernutzung | Ausnahmegenehmigung | Verkaufsfahrzeug | Straßenhandel
326872	11108012006905	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Sondernutzung | Ausnahmegenehmigung | Stehtisch | Imbisstisch
326864	11108012006902	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Sondernutzung | Ausnahmegenehmigung | Schankvorgarten
326868	11108012006903	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Sondernutzung | Ausnahmegenehmigung | Warenpräsentation | Warenauslagen
326870	11108012006904	Straßenverkehr	Sondernutzung von Straßen	Genehmigung	Sondernutzung | Ausnahmegenehmigung | Bauchladen | Straßenhandel
